status,order,personid,starter,oncourt,played,statistics_assists,statistics_blocks,statistics_blocksreceived,statistics_fieldgoalsattempted,statistics_fieldgoalsmade,statistics_foulsoffensive,statistics_foulsdrawn,statistics_foulspersonal,statistics_foulstechnical,statistics_freethrowsattempted,statistics_freethrowsmade,statistics_minus,statistics_minutes,statistics_minutescalculated,statistics_plus,statistics_plusminuspoints,statistics_points,statistics_pointsfastbreak,statistics_pointsinthepaint,statistics_pointssecondchance,statistics_reboundsdefensive,statistics_reboundsoffensive,statistics_reboundstotal,statistics_steals,statistics_threepointersattempted,statistics_threepointersmade,statistics_turnovers,statistics_twopointersattempted,statistics_twopointersmade,game_id
ACTIVE,4,202331,1,0,1,5,0,0,9,1,0,1,2,0,0,0,26,PT19M32.00S,PT20M,43,17,3,0,0,3,4,0,4,1,6,1,1,3,0,0012300020
ACTIVE,5,201566,1,0,1,3,0,0,1,0,0,0,2,0,0,0,22,PT15M28.00S,PT15M,36,14,0,0,0,0,4,1,5,2,1,0,3,0,0,0012300020
ACTIVE,6,203486,0,0,1,2,0,0,3,3,0,1,0,0,1,1,18,PT10M35.00S,PT11M,20,2,7,2,6,2,3,2,5,1,0,0,1,3,3,0012300020
ACTIVE,7,1630538,0,0,1,2,0,0,9,3,1,2,5,0,1,1,21,PT13M20.00S,PT13M,24,3,7,2,6,0,2,1,3,1,3,0,2,6,3,0012300020
ACTIVE,8,1629611,0,0,1,1,0,1,7,3,0,0,0,0,0,0,40,PT17M32.00S,PT17M,28,-12,6,0,6,0,4,0,4,1,2,0,1,5,3,0012300020
ACTIVE,9,1630231,0,0,1,1,0,0,4,2,0,1,0,0,0,0,45,PT13M20.00S,PT13M,28,-17,4,2,4,2,1,1,2,0,1,0,1,3,2,0012300020
ACTIVE,10,1629599,0,1,1,2,2,0,8,3,0,5,1,0,10,8,54,PT23M27.00S,PT23M,58,4,15,4,2,0,2,1,3,0,2,1,0,6,2,0012300020
ACTIVE,11,201587,0,0,1,0,0,1,7,3,0,0,1,0,0,0,42,PT15M34.00S,PT16M,32,-10,7,0,4,2,2,1,3,1,3,1,0,4,2,0012300020
ACTIVE,12,1631217,0,1,1,0,3,1,7,2,0,4,2,0,6,5,41,PT22M56.00S,PT23M,43,2,9,0,4,3,2,4,6,2,0,0,0,7,2,0012300020
ACTIVE,13,1629875,0,1,1,3,1,0,10,4,0,0,2,0,0,0,55,PT19M12.00S,PT19M,43,-12,9,0,2,0,3,1,4,0,2,1,3,8,3,0012300020
ACTIVE,14,1641738,0,1,1,0,0,1,6,1,0,2,2,0,2,2,38,PT14M36.00S,PT15M,37,-1,5,0,0,0,3,2,5,0,4,1,1,2,0,0012300020
ACTIVE,15,1641757,0,1,1,1,0,0,0,0,0,0,1,0,0,0,17,PT07M57.00S,PT08M,18,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0012300020
ACTIVE,16,1630527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,17,1630268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,18,202694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,19,1626181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,20,1630563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,21,1631258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,1,1628374,1,0,1,0,1,2,12,6,0,4,2,0,3,3,49,PT23M25.00S,PT24M,33,-16,16,5,8,2,7,1,8,1,5,1,1,7,5,0012300020
ACTIVE,2,1628381,1,0,1,0,1,2,6,1,0,2,3,0,0,0,42,PT19M23.00S,PT19M,29,-13,3,0,0,0,4,1,5,0,3,1,2,3,0,0012300020
ACTIVE,3,1631117,1,0,1,0,0,0,2,1,0,2,1,0,2,1,38,PT17M14.00S,PT17M,30,-8,3,1,2,0,4,0,4,0,1,0,0,1,1,0012300020
ACTIVE,4,1629659,1,0,1,7,0,3,18,9,0,4,2,0,5,4,62,PT25M17.00S,PT25M,58,-4,24,7,12,3,3,1,4,0,7,2,2,11,7,0012300020
ACTIVE,5,1629012,1,0,1,0,0,0,5,1,0,3,2,0,2,2,37,PT17M39.00S,PT18M,23,-14,5,0,0,0,1,0,1,0,2,1,1,3,0,0012300020
ACTIVE,6,203903,0,0,1,3,1,2,12,5,0,1,1,0,0,0,38,PT19M58.00S,PT20M,36,-2,12,3,4,0,5,0,5,1,5,2,4,7,3,0012300020
ACTIVE,7,203482,0,0,1,4,1,0,5,3,0,1,3,0,2,2,41,PT20M00.00S,PT20M,51,10,8,2,6,0,3,0,3,1,2,0,1,3,3,0012300020
ACTIVE,8,1641718,0,1,1,5,0,0,7,3,0,2,0,0,4,3,50,PT22M14.00S,PT22M,55,5,10,0,4,2,1,0,1,2,4,1,1,3,2,0012300020
ACTIVE,9,1630534,0,0,1,0,0,1,5,2,0,0,0,0,0,0,36,PT17M11.00S,PT17M,47,11,4,2,4,0,1,2,3,0,2,0,2,3,2,0012300020
ACTIVE,10,1627739,0,1,1,1,0,0,3,2,0,0,2,0,0,0,42,PT19M02.00S,PT19M,42,0,4,0,2,0,1,0,1,1,1,0,1,2,2,0012300020
ACTIVE,11,1631323,0,1,1,2,0,0,6,2,0,2,0,0,2,2,28,PT15M00.00S,PT15M,24,-4,7,0,2,2,3,2,5,0,4,1,0,2,1,0012300020
ACTIVE,12,1630209,0,0,1,0,1,0,1,1,0,0,1,0,0,0,25,PT09M45.00S,PT10M,32,7,2,0,2,2,3,1,4,0,0,0,0,1,1,0012300020
ACTIVE,13,1629677,0,1,1,1,1,1,7,0,0,0,1,0,0,0,18,PT09M01.00S,PT09M,20,2,0,0,0,0,3,0,3,2,3,0,1,4,0,0012300020
ACTIVE,14,1641707,0,1,1,0,0,0,1,0,0,0,2,0,0,0,9,PT04M51.00S,PT05M,10,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0012300020
ACTIVE,15,1641792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,16,1630548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,17,1641795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,18,1629641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,19,1641861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,20,1630695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,21,1641729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,1,202695,1,0,1,1,0,1,12,5,0,2,2,0,2,2,26,PT19M32.00S,PT20M,43,17,16,9,2,0,1,1,2,0,10,4,0,2,1,0012300020
ACTIVE,2,203496,1,0,1,1,4,1,7,4,0,2,1,0,2,2,37,PT21M52.00S,PT22M,48,11,11,8,6,3,3,0,3,2,2,1,1,5,3,0012300020
ACTIVE,3,1627826,1,0,1,0,1,0,3,2,0,0,0,0,0,0,8,PT05M07.00S,PT05M,14,6,4,2,2,0,1,0,1,0,0,0,0,3,2,0012300020
ACTIVE,4,202331,1,0,1,5,0,0,9,1,0,1,2,0,0,0,26,PT19M32.00S,PT20M,43,17,3,0,0,3,4,0,4,1,6,1,1,3,0,0012300020
ACTIVE,5,201566,1,0,1,3,0,0,1,0,0,0,2,0,0,0,22,PT15M28.00S,PT15M,36,14,0,0,0,0,4,1,5,2,1,0,3,0,0,0012300020
ACTIVE,6,203486,0,0,1,2,0,0,3,3,0,1,0,0,1,1,18,PT10M35.00S,PT11M,20,2,7,2,6,2,3,2,5,1,0,0,1,3,3,0012300020
ACTIVE,7,1630538,0,0,1,2,0,0,9,3,1,2,5,0,1,1,21,PT13M20.00S,PT13M,24,3,7,2,6,0,2,1,3,1,3,0,2,6,3,0012300020
ACTIVE,8,1629611,0,0,1,1,0,1,7,3,0,0,0,0,0,0,40,PT17M32.00S,PT17M,28,-12,6,0,6,0,4,0,4,1,2,0,1,5,3,0012300020
ACTIVE,9,1630231,0,0,1,1,0,0,4,2,0,1,0,0,0,0,45,PT13M20.00S,PT13M,28,-17,4,2,4,2,1,1,2,0,1,0,1,3,2,0012300020
ACTIVE,10,1629599,0,1,1,2,2,0,8,3,0,5,1,0,10,8,54,PT23M27.00S,PT23M,58,4,15,4,2,0,2,1,3,0,2,1,0,6,2,0012300020
ACTIVE,11,201587,0,0,1,0,0,1,7,3,0,0,1,0,0,0,42,PT15M34.00S,PT16M,32,-10,7,0,4,2,2,1,3,1,3,1,0,4,2,0012300020
ACTIVE,12,1631217,0,1,1,0,3,1,7,2,0,4,2,0,6,5,41,PT22M56.00S,PT23M,43,2,9,0,4,3,2,4,6,2,0,0,0,7,2,0012300020
ACTIVE,13,1629875,0,1,1,3,1,0,10,4,0,0,2,0,0,0,55,PT19M12.00S,PT19M,43,-12,9,0,2,0,3,1,4,0,2,1,3,8,3,0012300020
ACTIVE,14,1641738,0,1,1,0,0,1,6,1,0,2,2,0,2,2,38,PT14M36.00S,PT15M,37,-1,5,0,0,0,3,2,5,0,4,1,1,2,0,0012300020
ACTIVE,15,1641757,0,1,1,1,0,0,0,0,0,0,1,0,0,0,17,PT07M57.00S,PT08M,18,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0012300020
ACTIVE,16,1630527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,17,1630268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,18,202694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,19,1626181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,20,1630563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,21,1631258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,1,1628374,1,0,1,0,1,2,12,6,0,4,2,0,3,3,49,PT23M25.00S,PT24M,33,-16,16,5,8,2,7,1,8,1,5,1,1,7,5,0012300020
ACTIVE,2,1628381,1,0,1,0,1,2,6,1,0,2,3,0,0,0,42,PT19M23.00S,PT19M,29,-13,3,0,0,0,4,1,5,0,3,1,2,3,0,0012300020
ACTIVE,3,1631117,1,0,1,0,0,0,2,1,0,2,1,0,2,1,38,PT17M14.00S,PT17M,30,-8,3,1,2,0,4,0,4,0,1,0,0,1,1,0012300020
ACTIVE,4,1629659,1,0,1,7,0,3,18,9,0,4,2,0,5,4,62,PT25M17.00S,PT25M,58,-4,24,7,12,3,3,1,4,0,7,2,2,11,7,0012300020
ACTIVE,5,1629012,1,0,1,0,0,0,5,1,0,3,2,0,2,2,37,PT17M39.00S,PT18M,23,-14,5,0,0,0,1,0,1,0,2,1,1,3,0,0012300020
ACTIVE,6,203903,0,0,1,3,1,2,12,5,0,1,1,0,0,0,38,PT19M58.00S,PT20M,36,-2,12,3,4,0,5,0,5,1,5,2,4,7,3,0012300020
ACTIVE,7,203482,0,0,1,4,1,0,5,3,0,1,3,0,2,2,41,PT20M00.00S,PT20M,51,10,8,2,6,0,3,0,3,1,2,0,1,3,3,0012300020
ACTIVE,8,1641718,0,1,1,5,0,0,7,3,0,2,0,0,4,3,50,PT22M14.00S,PT22M,55,5,10,0,4,2,1,0,1,2,4,1,1,3,2,0012300020
ACTIVE,9,1630534,0,0,1,0,0,1,5,2,0,0,0,0,0,0,36,PT17M11.00S,PT17M,47,11,4,2,4,0,1,2,3,0,2,0,2,3,2,0012300020
ACTIVE,10,1627739,0,1,1,1,0,0,3,2,0,0,2,0,0,0,42,PT19M02.00S,PT19M,42,0,4,0,2,0,1,0,1,1,1,0,1,2,2,0012300020
ACTIVE,11,1631323,0,1,1,2,0,0,6,2,0,2,0,0,2,2,28,PT15M00.00S,PT15M,24,-4,7,0,2,2,3,2,5,0,4,1,0,2,1,0012300020
ACTIVE,12,1630209,0,0,1,0,1,0,1,1,0,0,1,0,0,0,25,PT09M45.00S,PT10M,32,7,2,0,2,2,3,1,4,0,0,0,0,1,1,0012300020
ACTIVE,13,1629677,0,1,1,1,1,1,7,0,0,0,1,0,0,0,18,PT09M01.00S,PT09M,20,2,0,0,0,0,3,0,3,2,3,0,1,4,0,0012300020
ACTIVE,14,1641707,0,1,1,0,0,0,1,0,0,0,2,0,0,0,9,PT04M51.00S,PT05M,10,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0012300020
ACTIVE,15,1641792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,16,1630548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,17,1641795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,18,1629641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,19,1641861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,20,1630695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,21,1641729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300020
ACTIVE,1,1630533,1,0,1,2,1,0,9,4,0,2,1,0,2,1,45,PT24M01.00S,PT24M,50,5,10,3,6,3,1,0,1,1,4,1,0,5,3,0012300018
ACTIVE,2,1628991,1,0,1,2,3,2,9,5,0,4,2,0,5,5,53,PT24M03.00S,PT24M,56,3,17,0,6,0,4,1,5,0,4,2,3,5,3,0012300018
ACTIVE,3,1630214,1,0,1,2,1,0,6,3,0,0,0,0,0,0,40,PT19M10.00S,PT19M,48,8,6,0,6,0,7,1,8,2,2,0,0,4,3,0012300018
ACTIVE,4,1630217,1,0,1,5,1,0,14,8,2,0,3,0,1,1,54,PT25M52.00S,PT26M,54,0,21,3,6,2,4,1,5,0,6,4,4,8,4,0012300018
ACTIVE,5,201565,1,0,1,7,0,0,5,1,0,1,1,0,0,0,42,PT19M35.00S,PT20M,50,8,2,0,2,0,4,0,4,0,1,0,2,4,1,0012300018
ACTIVE,6,1630583,0,0,1,0,1,1,10,2,0,2,5,0,4,3,34,PT19M25.00S,PT20M,37,3,7,2,4,0,6,0,6,0,6,0,0,4,2,0012300018
ACTIVE,7,1628379,0,0,1,0,0,0,6,3,0,2,0,0,0,0,40,PT18M22.00S,PT18M,41,1,7,0,0,2,3,1,4,0,3,1,2,3,2,0012300018
ACTIVE,8,1631223,0,1,1,3,0,1,8,4,0,2,1,0,2,2,50,PT23M22.00S,PT23M,53,3,11,0,6,0,4,0,4,1,2,1,1,6,3,0012300018
ACTIVE,9,1631222,0,1,1,1,1,1,14,5,0,3,2,0,4,3,41,PT21M48.00S,PT22M,45,4,16,2,4,2,4,2,6,0,10,3,0,4,2,0012300018
ACTIVE,10,1631254,0,1,1,2,2,0,10,3,1,5,3,0,4,2,53,PT25M16.00S,PT25M,54,1,8,0,4,0,1,3,4,0,5,0,3,5,3,0012300018
ACTIVE,11,1631367,0,1,1,3,1,0,2,1,0,1,1,0,0,0,29,PT09M52.00S,PT10M,27,-2,3,3,0,0,1,0,1,1,2,1,1,0,0,0012300018
ACTIVE,12,1641713,0,1,1,0,0,0,0,0,0,0,1,0,0,0,29,PT09M14.00S,PT09M,25,-4,0,0,0,0,1,0,1,0,0,0,1,0,0,0012300018
ACTIVE,13,203500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300018
ACTIVE,14,1629634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300018
ACTIVE,15,1627885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300018
ACTIVE,16,1630562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300018
ACTIVE,17,1629723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300018
ACTIVE,18,1629630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300018
ACTIVE,19,1628539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300018
ACTIVE,20,203935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300018
ACTIVE,21,1631246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300018
ACTIVE,1,203109,1,0,1,2,0,0,11,6,0,0,0,1,0,0,45,PT21M08.00S,PT21M,37,-8,14,0,6,0,3,0,3,1,7,2,1,4,4,0012300018
ACTIVE,2,1626171,1,0,1,2,0,0,7,3,0,1,0,0,1,1,37,PT15M02.00S,PT15M,34,-3,7,3,4,0,7,1,8,0,0,0,0,7,3,0012300018
ACTIVE,3,201572,1,0,1,0,1,1,8,4,0,2,2,0,2,2,37,PT15M17.00S,PT15M,34,-3,10,0,8,0,1,1,2,1,2,0,0,6,4,0012300018
ACTIVE,4,1627736,1,0,1,0,0,1,14,4,0,0,1,0,0,0,39,PT21M34.00S,PT22M,39,0,11,2,2,0,2,1,3,1,10,3,0,4,1,0012300018
ACTIVE,5,1626166,1,0,1,5,0,1,6,0,0,2,0,0,0,0,37,PT15M17.00S,PT15M,34,-3,0,0,0,0,1,0,1,0,4,0,0,2,0,0012300018
ACTIVE,6,1626192,0,0,1,1,1,0,11,5,0,1,1,0,1,1,48,PT21M20.00S,PT21M,44,-4,13,4,6,4,3,1,4,0,8,2,2,3,3,0012300018
ACTIVE,7,1629623,0,0,1,3,1,0,1,0,1,3,2,0,5,3,39,PT19M06.00S,PT19M,35,-4,3,0,0,0,3,0,3,1,0,0,3,1,0,0012300018
ACTIVE,8,201577,0,0,1,3,1,2,4,1,2,2,5,0,3,2,37,PT19M44.99S,PT20M,37,0,4,0,2,1,0,1,1,1,0,0,3,4,1,0012300018
ACTIVE,9,203648,0,0,1,0,0,1,3,1,0,1,2,0,2,1,14,PT08M58.00S,PT09M,19,5,3,0,2,1,4,1,5,0,0,0,0,3,1,0012300018
ACTIVE,10,1630699,0,1,1,3,0,2,11,2,0,2,1,0,4,3,45,PT21M49.00S,PT22M,52,7,8,0,2,3,8,0,8,2,6,1,2,5,1,0012300018
ACTIVE,11,1631260,0,0,1,1,0,1,2,1,0,0,1,0,0,0,38,PT12M13.00S,PT12M,23,-15,3,0,0,0,1,1,2,1,1,1,0,1,0,0012300018
ACTIVE,12,1631102,0,1,1,1,0,1,5,3,0,1,1,0,2,2,32,PT13M37.00S,PT14M,33,1,9,0,4,0,2,0,2,2,2,1,1,3,2,0012300018
ACTIVE,13,1641748,0,1,1,1,1,0,6,3,1,1,3,0,2,2,39,PT14M33.00S,PT15M,34,-5,8,2,6,2,5,2,7,1,1,0,3,5,3,0012300018
ACTIVE,14,1629716,0,1,1,0,0,0,5,0,1,2,3,0,2,2,34,PT12M58.01S,PT13M,31,-3,2,0,0,2,2,2,4,0,1,0,3,4,0,0012300018
ACTIVE,15,1641753,0,1,1,0,0,1,4,3,0,2,0,0,1,1,19,PT07M23.00S,PT07M,24,5,7,0,6,3,1,2,3,0,0,0,0,4,3,0012300018
ACTIVE,16,203507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300018
ACTIVE,17,1641789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300018
ACTIVE,18,203081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300018
ACTIVE,19,203114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300018
ACTIVE,20,1641760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300018
ACTIVE,21,1631166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300018
ACTIVE,1,196294544,1,1,1,5,0,1,8,2,0,4,0,0,4,3,57,PT23M34.04S,PT24M,79,22,8,0,2,0,2,1,3,1,3,1,1,5,1,0012300013
ACTIVE,2,196294542,1,1,1,1,0,2,12,7,0,2,0,0,2,1,89,PT33M25.00S,PT34M,98,9,18,5,6,0,6,3,9,3,6,3,2,6,4,0012300013
ACTIVE,3,196294540,1,0,1,0,1,3,7,2,2,6,5,0,9,4,52,PT16M03.00S,PT16M,43,-9,8,0,4,4,3,4,7,1,0,0,2,7,2,0012300013
ACTIVE,4,196294541,1,0,1,2,0,0,11,7,0,0,1,0,0,0,45,PT18M24.00S,PT18M,46,1,19,0,2,0,3,0,3,1,8,5,0,3,2,0012300013
ACTIVE,5,1630267,1,1,1,8,0,0,13,6,0,5,1,0,6,5,72,PT25M12.00S,PT25M,79,7,20,0,6,3,6,0,6,0,9,3,1,4,3,0012300013
ACTIVE,6,196294533,0,1,1,2,0,0,10,4,0,1,2,0,2,2,62,PT27M01.00S,PT27M,71,9,14,3,0,0,2,0,2,0,10,4,0,0,0,0012300013
ACTIVE,7,196294539,0,1,1,2,6,0,12,8,0,3,2,0,4,3,61,PT28M01.00S,PT28M,73,12,19,0,14,9,6,4,10,1,1,0,2,11,8,0012300013
ACTIVE,8,196294537,0,0,1,1,1,0,3,2,0,1,3,0,0,0,40,PT10M54.96S,PT11M,27,-13,5,2,2,0,2,0,2,0,2,1,1,1,1,0012300013
ACTIVE,9,196294538,0,0,1,6,0,0,7,2,0,1,4,0,0,0,43,PT18M08.00S,PT18M,36,-7,6,0,0,0,0,0,0,1,6,2,5,1,0,0012300013
ACTIVE,10,196294543,0,0,1,0,1,0,2,0,0,0,0,0,0,0,23,PT11M19.00S,PT11M,21,-2,0,0,0,0,1,0,1,0,2,0,0,0,0,0012300013
ACTIVE,11,196294534,0,0,1,1,0,0,4,0,0,0,0,0,0,0,22,PT12M43.00S,PT13M,26,4,0,0,0,0,3,2,5,1,2,0,0,2,0,0012300013
ACTIVE,12,196294530,0,0,1,0,0,0,4,3,0,0,2,0,0,0,17,PT05M56.00S,PT06M,14,-3,7,2,4,0,1,0,1,0,2,1,1,2,2,0012300013
ACTIVE,13,196294532,0,0,1,0,0,0,1,1,0,1,1,0,2,1,10,PT03M56.00S,PT04M,11,1,3,0,2,2,2,1,3,0,0,0,0,1,1,0012300013
ACTIVE,14,196294536,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22,PT05M23.00S,PT05M,11,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300013
ACTIVE,15,196294535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300013
ACTIVE,16,196294531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300013
ACTIVE,1,1627884,1,0,1,0,0,0,6,4,0,1,1,0,1,0,54,PT18M15.00S,PT18M,46,-8,8,2,8,2,3,2,5,0,1,0,0,5,4,0012300013
ACTIVE,2,1629684,1,0,1,4,2,0,5,3,0,0,1,0,0,0,64,PT24M46.00S,PT25M,77,13,8,0,2,2,8,1,9,1,4,2,3,1,1,0012300013
ACTIVE,3,1641726,1,0,1,2,2,1,5,3,0,1,5,0,1,0,56,PT20M11.00S,PT20M,55,-1,6,0,6,2,4,2,6,1,0,0,0,5,3,0012300013
ACTIVE,4,203957,1,0,1,9,2,0,5,4,0,4,3,0,3,3,63,PT25M39.00S,PT26M,68,5,13,0,4,2,2,0,2,0,3,2,1,2,2,0012300013
ACTIVE,5,1629029,1,0,1,1,0,0,6,3,0,0,0,0,0,0,22,PT04M59.00S,PT05M,16,-6,9,6,0,0,0,0,0,0,5,3,1,1,0,0012300013
ACTIVE,6,203501,0,0,1,0,0,1,19,8,0,0,0,0,0,0,44,PT22M47.00S,PT23M,60,16,21,2,2,2,2,1,3,2,14,5,1,5,3,0012300013
ACTIVE,7,203939,0,0,1,0,0,1,8,6,0,1,2,0,2,1,35,PT16M05.00S,PT16M,37,2,13,4,12,4,1,3,4,2,0,0,0,8,6,0012300013
ACTIVE,8,1630182,0,0,1,3,0,2,5,2,0,5,2,0,6,4,36,PT17M45.00S,PT18M,53,17,9,0,2,3,2,1,3,0,2,1,1,3,1,0012300013
ACTIVE,9,203552,0,0,1,1,0,1,11,5,0,5,2,0,3,2,50,PT19M38.00S,PT20M,53,3,13,0,4,0,0,0,0,0,4,1,0,7,4,0012300013
